TrackingNumber,Carrier,DeliveryDate
00539949924,Canpar Express,5/2/2017
00549079997,Canada Post,5/13/2015
00655500320,DHL Express,7/21/2015
00492358089,Canpar Express,9/28/2017
00533681626,Canpar Express,6/21/2015
00761189669,eShipper,3/24/2012
00844550435,Freightera,5/20/2018
00285934401,Purolator,7/17/2017
00982219949,Freightera,7/24/2012
00433314015,Purolator,8/3/2013
00586680117,Freightera,2/22/2014
00636875059,DHL Express,6/1/2020
00589829238,Canada Post,4/19/2013
00640832873,Canpar Express,12/16/2010
00062131621,Freightera,10/8/2020
00505337384,DHL Express,2/18/2021
00248922247,eShipper,12/15/2020
00540391892,Purolator,12/4/2015
00989553412,Freightera,5/17/2021
00559333410,Canpar Express,11/14/2020
00398989070,eShipper,2/19/2020
00794985911,eShipper,4/7/2011
00645375686,Canpar Express,6/27/2018
00222466533,eShipper,7/17/2019
00364282577,Canpar Express,6/9/2019
00151988380,Purolator,2/26/2020
00042175429,eShipper,1/7/2020
00360890944,Canada Post,9/10/2013
00950139127,eShipper,6/21/2014
00128431634,DHL Express,9/17/2020
00438316657,Freightera,10/8/2012
00639429710,Canpar Express,8/24/2017
00874109967,Purolator,1/25/2016
00458355766,eShipper,4/16/2013
00591121859,eShipper,9/5/2016
00852763160,Canada Post,7/18/2021
00500800356,Freightera,3/3/2018
00095172994,Freightera,7/3/2010
00166879207,Canada Post,10/8/2017
00382881101,DHL Express,10/19/2015
00414386449,Canada Post,7/31/2012
00031712723,Canpar Express,8/30/2019
00123810275,DHL Express,11/8/2020
00801272237,Freightera,5/13/2016
00217851779,Canada Post,8/9/2019
00915358329,Canpar Express,12/10/2014
00873538858,Freightera,11/3/2020
00535640405,Freightera,8/23/2016
00349499672,eShipper,5/4/2013
00288415183,Freightera,4/21/2013
00899605328,Canada Post,12/7/2018
00829511980,Freightera,12/16/2020
00475898471,Freightera,7/20/2021
00690197242,Canpar Express,12/15/2019
00762586462,Freightera,11/15/2014
00235701338,Freightera,7/15/2015
00522962205,DHL Express,4/16/2013
00982745535,Purolator,8/14/2018
00023438526,Canpar Express,4/10/2019
00082530326,Canada Post,7/16/2012
00777228160,eShipper,11/1/2011
00207961213,DHL Express,4/15/2018
00827931091,eShipper,2/12/2015
00302756432,Canpar Express,8/16/2014
00545809556,DHL Express,10/30/2017
00120721994,eShipper,6/22/2018
00417649705,DHL Express,10/27/2012
00144767141,DHL Express,12/6/2018
00412390330,Purolator,10/15/2011
00711813282,Freightera,5/9/2013
00573322911,Canpar Express,5/29/2015
00480837016,Purolator,4/30/2018
00770760674,Canada Post,11/13/2016
00848907072,Freightera,5/21/2015
00361805944,Canpar Express,6/23/2020
00072350077,Purolator,10/1/2016
00739976217,Freightera,12/5/2020
00400489214,DHL Express,9/17/2018
00926450670,Purolator,3/22/2018
00549361509,Freightera,9/16/2015
00388723364,Purolator,2/18/2014
00018369611,Purolator,11/20/2015
00785669266,eShipper,5/27/2010
00073210933,DHL Express,10/11/2021
00842649522,DHL Express,3/6/2017
00625059250,DHL Express,5/16/2015
00472335499,Canpar Express,12/1/2014
00011044852,eShipper,10/2/2016
00913349802,Canpar Express,1/5/2011
00119351948,Canpar Express,1/23/2018
00351256087,Freightera,11/17/2012
00170251339,DHL Express,10/16/2020
00963832033,eShipper,10/30/2017
00740701027,DHL Express,9/17/2014
00325163665,Canada Post,4/28/2014
00875716364,Freightera,5/12/2012
00333130728,Canpar Express,2/5/2016
00886659195,Purolator,3/12/2020
00277617964,eShipper,9/1/2014
00939879321,Purolator,10/24/2021
00873936729,Purolator,8/17/2017
00246683819,DHL Express,5/8/2013
00932462637,eShipper,7/30/2021
00768278202,Purolator,1/16/2018
00888776174,Canpar Express,9/21/2019
00939603550,Purolator,12/27/2017
00235916328,Purolator,1/25/2012
00198708580,Canpar Express,7/4/2012
00796437734,eShipper,8/3/2012
00835703490,eShipper,11/19/2012
00369992774,Freightera,1/26/2013
00731204631,Freightera,12/3/2015
00865445085,Purolator,1/28/2011
00831971890,Purolator,8/7/2020
00990315602,DHL Express,6/4/2015
00296220352,Canada Post,5/29/2014
00303393727,Canada Post,12/22/2018
00010263781,Purolator,2/25/2011
00101619189,Canada Post,2/1/2020
00965099395,DHL Express,7/5/2015
00242540623,Purolator,10/15/2017
00787629713,DHL Express,7/28/2016
00961385434,Canada Post,3/30/2020
00383762914,Canpar Express,8/27/2010
00503592786,eShipper,4/3/2010
00128029276,Canada Post,3/25/2021
00985283166,Freightera,8/8/2012
00122956775,Freightera,9/12/2011
00595075584,Purolator,7/19/2018
00756033618,Freightera,11/7/2019
00182157903,DHL Express,1/25/2021
00541006310,eShipper,11/30/2017
00498458690,Canpar Express,1/8/2010
00226467992,Canada Post,9/11/2017
00240210368,eShipper,11/17/2015
00674673614,eShipper,4/30/2013
00902736134,DHL Express,1/30/2011
00290524914,Canpar Express,5/8/2015
00191340743,Freightera,5/22/2017
00060197156,Canada Post,1/25/2012
00137226114,Freightera,6/6/2020
00823075712,Freightera,2/22/2014
00944325869,Canpar Express,6/27/2018
00547578038,Purolator,9/16/2016
00205724385,Freightera,10/5/2016
00661223081,Purolator,7/20/2018
00125477712,Freightera,1/31/2013
00712552985,eShipper,2/11/2014
00609548601,Freightera,6/27/2014
00441482275,DHL Express,9/10/2010
00333728284,Freightera,3/13/2019
00954334065,Canada Post,3/14/2017
00808793277,Canada Post,3/11/2020
00655096723,Canada Post,10/1/2015
00036241735,Canpar Express,5/26/2010
00491125595,Canpar Express,7/11/2021
00905108492,eShipper,10/12/2011
00773504327,Canpar Express,6/22/2019
00899777801,DHL Express,5/10/2020
00378073979,Canpar Express,5/25/2015
00679578083,Canpar Express,7/30/2020
00756842189,Canada Post,2/22/2019
00395105021,Canada Post,6/9/2012
00302559517,Canpar Express,6/6/2014
00732217668,Canada Post,10/2/2019
00992888817,DHL Express,5/21/2016
00989962381,Canada Post,11/23/2013
00823567757,Canada Post,10/14/2010
00916982467,DHL Express,1/5/2021
00776297781,Freightera,7/23/2017
00460061850,DHL Express,5/10/2014
00562625933,Canpar Express,9/13/2015
00865518104,Canpar Express,3/4/2017
00579885332,eShipper,4/25/2016
00739598822,Canpar Express,1/20/2021
00967644896,Purolator,2/6/2012
00303932419,Freightera,9/18/2013
00166788315,Freightera,6/22/2016
00502294792,Canpar Express,2/12/2013
00439185137,eShipper,11/29/2013
00955133647,DHL Express,1/25/2019
00259895200,Freightera,8/14/2019
00158618620,Purolator,7/7/2019
00799235745,DHL Express,5/4/2010
00296036208,DHL Express,8/19/2017
00376831840,Canada Post,3/15/2012
00152607066,DHL Express,5/3/2019
00650044718,Canada Post,6/5/2012
00272771401,Purolator,5/27/2020
00543212085,Freightera,8/5/2014
00938848033,DHL Express,9/20/2010
00854207552,Freightera,12/12/2017
00384949902,Freightera,12/22/2013
00068136373,Freightera,7/23/2020
00139163951,DHL Express,1/6/2017
00604592398,Canpar Express,12/3/2012
00266440003,Canada Post,2/14/2014
00589140582,Purolator,2/4/2018
00256253264,Canada Post,5/10/2017
00217900206,Purolator,8/26/2011
00410210527,Purolator,10/22/2015
00369640798,Freightera,11/20/2015
00619287280,Canpar Express,11/21/2018
00653731194,Canpar Express,9/12/2012
00700671632,Purolator,12/20/2010
00984423928,Canpar Express,7/7/2021
00745439855,eShipper,5/11/2014
00962429854,eShipper,9/21/2016
00493529628,Canpar Express,1/19/2020
00682480559,Canada Post,6/21/2012
00845483057,DHL Express,10/4/2016
00629672247,Canpar Express,9/6/2016
00782322228,eShipper,1/19/2010
00256985417,Canpar Express,9/28/2011
00897824958,Canpar Express,8/30/2016
00423386800,Purolator,1/31/2015
00349669634,Canpar Express,9/4/2019
00917595268,Purolator,5/28/2015
00525996210,eShipper,6/30/2016
00859504587,Purolator,12/21/2018
00753665748,Canada Post,12/28/2020
00876024170,eShipper,9/3/2016
00681876201,Canada Post,7/2/2019
00760786345,Canada Post,2/24/2013
00261084846,DHL Express,5/12/2018
00192930905,Purolator,3/17/2019
00536012406,Purolator,10/19/2013
00874374554,DHL Express,8/11/2012
00428002461,Canada Post,11/19/2011
00890850074,Freightera,9/11/2012
00398161911,Canpar Express,1/23/2019
00209992220,DHL Express,5/16/2017
00249950535,Canada Post,2/16/2010
00814972814,eShipper,9/21/2019
00815229684,Purolator,10/31/2020
00861022107,eShipper,10/25/2021
00697430849,Purolator,7/27/2011
00234033184,eShipper,7/23/2012
00694970831,eShipper,5/25/2018
00152099700,DHL Express,10/3/2010
00294446805,eShipper,9/25/2012
00072052745,Purolator,12/7/2011
00238012096,Canpar Express,7/15/2010
00746037414,Canpar Express,12/26/2013
00294541244,DHL Express,3/16/2017
00801648017,Canada Post,3/31/2014
00632661493,Purolator,1/27/2015
00244382210,eShipper,8/16/2017
00915867120,Purolator,9/25/2019
00300920045,DHL Express,1/21/2013
00313555737,eShipper,5/18/2018
00550291077,Canada Post,10/27/2018
00413563563,Canpar Express,3/30/2014
00454211324,Canada Post,2/14/2017
00949328183,eShipper,11/26/2017
00485014438,Canada Post,7/23/2011
00981647146,eShipper,2/23/2017
00554147510,Purolator,9/1/2021
00196390532,Canpar Express,2/13/2019
00135421456,Freightera,7/1/2017
00297050522,Purolator,5/11/2011
00871787170,Freightera,11/29/2015
00706587464,DHL Express,3/27/2012
00238284213,eShipper,7/28/2021
00135853713,Purolator,1/19/2013
00187358751,Canada Post,5/15/2018
00554585480,Canpar Express,12/25/2014
00026691651,Canada Post,8/20/2014
00220139053,DHL Express,10/26/2014
00964669144,Canpar Express,1/13/2019
00379936861,DHL Express,2/24/2020
00940609429,eShipper,9/16/2018
00975137591,eShipper,1/8/2012
00669449501,Purolator,10/26/2018
00614890214,Freightera,3/7/2020
00056895352,Canpar Express,10/7/2014
00768936548,Purolator,9/27/2013
00689652579,Purolator,11/28/2010
00460985046,Purolator,7/8/2017
00742823273,Freightera,11/12/2017
00774007193,Canada Post,6/22/2013
00859881625,DHL Express,10/13/2011
00306473131,DHL Express,6/4/2019
00013531513,Canada Post,5/16/2020
00074460669,Canpar Express,11/17/2019
00845945403,Freightera,11/25/2012
00451521170,Canpar Express,10/11/2010
00798636886,eShipper,6/16/2017
00421428401,DHL Express,8/5/2020
00164879762,Canpar Express,10/11/2015
00519978681,Canpar Express,2/11/2014
00903552068,Canpar Express,12/26/2012
00289030286,Canada Post,1/24/2016
00216675585,eShipper,7/17/2010
00200705625,eShipper,6/21/2010
00209837498,DHL Express,4/27/2017
00356361791,DHL Express,3/30/2021
00838652897,Canpar Express,12/22/2014
00522952367,Purolator,3/23/2019
00653304573,Purolator,9/28/2016
00296080725,Freightera,7/29/2013
00616136380,Canpar Express,12/29/2011
00985899018,Freightera,11/26/2016
00271999477,Purolator,1/12/2020
00321531586,Purolator,9/25/2020
00451934747,Canada Post,7/1/2020
00307279740,Purolator,8/17/2016
00119721032,Freightera,12/25/2012
00819962233,Purolator,12/22/2021
00599925568,Canada Post,11/6/2020
00729534363,Freightera,8/22/2018
00467427675,Freightera,11/24/2014
00336350279,eShipper,2/10/2011
00674929142,Purolator,2/24/2016
00084834275,Purolator,10/4/2011
00736052271,Canpar Express,6/27/2015
00747110294,Freightera,1/12/2012
00549465483,DHL Express,1/8/2018
00500390318,DHL Express,6/7/2013
00300358818,eShipper,3/15/2020
00658163841,Canada Post,4/4/2014
00346681536,DHL Express,6/4/2019
00169517103,Freightera,5/18/2019
00851131863,Canada Post,7/22/2011
00920872438,Freightera,11/1/2021
00181602273,Purolator,8/12/2017
00508594912,Canpar Express,12/4/2016
00672981865,eShipper,11/12/2016
00704734715,eShipper,12/30/2015
00376805510,Purolator,12/6/2016
00063005884,Canpar Express,3/26/2013
00274366016,eShipper,5/21/2015
00435471866,Freightera,6/3/2013
00886340089,Canada Post,7/23/2010
00897536405,eShipper,11/22/2010
00205741823,Canada Post,11/4/2011
00946447715,Purolator,3/3/2018
00644183603,DHL Express,6/25/2014
00361778698,eShipper,10/14/2011
00535253299,Canada Post,12/27/2015
00131181740,Canpar Express,10/28/2014
00348320085,DHL Express,12/2/2016
00206259423,Freightera,8/25/2020
00508722759,Purolator,4/9/2018
00218348287,eShipper,12/2/2019
00310011684,eShipper,3/27/2015
00754227033,Freightera,7/12/2011
00064387348,Purolator,9/2/2012
00172258009,Purolator,2/14/2018
00774296501,DHL Express,5/1/2010
00774056901,Freightera,8/15/2020
00947943170,Freightera,5/25/2013
00807902825,DHL Express,8/6/2019
00814493446,Canada Post,12/21/2014
00584629553,Canada Post,9/18/2017
00304972269,eShipper,9/8/2020
00476562105,Canpar Express,8/4/2012
00176891468,Canpar Express,9/22/2018
00100418693,Canpar Express,8/19/2012
00499188296,eShipper,12/10/2012
00594540589,eShipper,1/18/2011
00729772037,Freightera,11/18/2017
00461220741,eShipper,3/28/2012
00236506684,Canada Post,12/6/2017
00180751706,Freightera,11/30/2012
00066686955,eShipper,1/26/2015
00606971463,Canada Post,8/3/2015
00474913857,Canada Post,6/3/2019
00283517199,Canada Post,12/1/2012
00294362665,eShipper,12/24/2020
00672478979,Canpar Express,7/8/2013
00091991942,Freightera,5/8/2018
00300482595,Canada Post,5/4/2013
00177330445,DHL Express,10/2/2013
00846331949,Canpar Express,7/10/2012
00761560955,DHL Express,12/25/2013
00746689789,DHL Express,10/9/2017
00932360627,Canada Post,9/15/2021
00462022663,DHL Express,3/30/2017
00606731794,eShipper,7/17/2013
00661166669,Freightera,1/8/2012
00581954951,Freightera,11/21/2014
00395952019,Canpar Express,3/8/2015
00330593166,Purolator,9/6/2015
00176912347,eShipper,6/18/2020
00537946351,Canpar Express,8/25/2014
00718661463,Freightera,9/6/2019
00730299561,Canada Post,12/30/2021
00100642783,DHL Express,11/8/2012
00015576325,Freightera,4/5/2013
00539381530,Canada Post,3/10/2012
00884602008,Freightera,5/31/2021
00316852609,Canada Post,7/11/2021
00320307575,eShipper,3/27/2016
00203126409,DHL Express,8/7/2016
00028889632,Freightera,12/17/2011
00495166126,DHL Express,7/10/2016
00544312726,Purolator,12/17/2019
00684200101,eShipper,6/16/2017
00211560422,Canpar Express,3/10/2013
00372735530,Canada Post,5/29/2020
00370060742,DHL Express,11/7/2019
00240861277,Purolator,5/20/2016
00822143910,Purolator,11/28/2015
00191816890,eShipper,9/1/2014
00072328106,Purolator,1/13/2012
00504923358,Canada Post,6/21/2013
00370654902,Canada Post,11/19/2010
00353216209,eShipper,2/4/2019
00200564167,Canpar Express,7/10/2014
00388871505,Canpar Express,7/10/2018
00317165454,DHL Express,4/11/2019
00266670785,Freightera,5/8/2019
00285080850,Purolator,4/15/2018
00633370040,Purolator,3/4/2015
00341562270,Purolator,5/31/2021
00495724077,Canpar Express,7/25/2010
00130251693,Canada Post,8/6/2011
00916333304,Canada Post,5/13/2019
00740829805,Canpar Express,1/30/2015
00026293093,DHL Express,7/27/2012
00022951799,Purolator,2/18/2016
00463087064,eShipper,2/26/2018
00159304495,Canada Post,7/27/2020
00634908358,DHL Express,8/16/2021
00702448662,eShipper,1/5/2012
00953374963,DHL Express,7/1/2014
00945490142,Freightera,3/30/2014
00607621180,Freightera,3/27/2020
00381663941,Canada Post,9/25/2010
00650017511,Freightera,5/16/2010
00466104875,eShipper,12/23/2011
00149327894,Purolator,3/31/2014
00301457659,DHL Express,9/29/2016
00937728257,DHL Express,8/13/2015
00023198109,Purolator,12/25/2013
00093789767,Canpar Express,12/9/2016
00954838921,eShipper,9/13/2021
00823263259,Canada Post,3/13/2010
00668977029,Purolator,5/30/2013
00855905158,Freightera,1/24/2016
00051941631,DHL Express,9/13/2012
00625918092,DHL Express,2/10/2010
00140485681,DHL Express,1/12/2018
00706101032,Freightera,5/31/2015
00945610241,Canada Post,7/2/2012
00899985611,eShipper,11/1/2020
00773196205,DHL Express,6/16/2014
00448976906,Canpar Express,12/9/2011
00373242266,DHL Express,6/25/2014
00175604642,Canpar Express,1/16/2013
00555000459,Purolator,5/10/2014
00311643757,DHL Express,1/18/2017
00288029518,Canpar Express,1/17/2018
00679143942,Canpar Express,8/3/2020
00640565670,DHL Express,8/2/2017
00772525169,Canada Post,1/9/2012
00529355276,DHL Express,4/30/2015
00401260704,Purolator,2/1/2018
00387044814,Canpar Express,4/7/2010
00085565634,Canpar Express,9/19/2018
00225062067,Canada Post,4/12/2021
00403498839,Canada Post,10/16/2021
00087917506,Canpar Express,1/14/2021
00266406581,Purolator,5/23/2018
00285645793,Freightera,9/19/2020
00373948160,DHL Express,7/19/2012
00628867438,eShipper,12/26/2010
00951752641,Freightera,2/2/2012
00155420550,Freightera,8/16/2018
00574454172,eShipper,11/26/2019
00655693102,Purolator,8/13/2011
00017154378,Canada Post,9/13/2021
00694977385,DHL Express,8/16/2012
00955614715,eShipper,4/27/2015
00133676318,Freightera,10/29/2020
00255713851,DHL Express,9/12/2017
00627095959,Canpar Express,7/29/2020
00360324557,Canpar Express,10/15/2020
00106927349,eShipper,10/2/2019
00947604496,Canpar Express,8/25/2011
00809985800,eShipper,4/18/2011
00619652302,eShipper,12/25/2015
00494450431,Canada Post,1/11/2011
00527897983,eShipper,1/5/2014
00499436638,eShipper,10/27/2020
00680329437,Freightera,4/30/2020
00497442744,eShipper,3/30/2015
00161894815,Canada Post,9/28/2013
00658563075,Purolator,9/1/2015
00134441103,Purolator,12/27/2017
00747908627,eShipper,1/30/2010
00425908605,DHL Express,12/16/2019
00177381634,Freightera,3/26/2018
00054330692,eShipper,8/3/2018
00313133529,Purolator,8/23/2013
00916813787,Canada Post,8/7/2013
00028827348,Canpar Express,6/21/2019
00264453209,Canada Post,11/29/2019
00632605992,Canada Post,1/15/2021
00432769833,Canpar Express,6/18/2019
00878453743,Canada Post,5/28/2020
00941747101,eShipper,4/23/2012
00492052322,Purolator,6/2/2012
00332870924,Canpar Express,12/23/2012
00067586198,eShipper,11/13/2019
00058468817,Canpar Express,12/22/2017
00322922281,Canada Post,8/2/2018
00361073351,Canada Post,12/11/2018
00267317462,eShipper,8/2/2014
00404289396,Canpar Express,1/13/2011
00202839993,Freightera,9/30/2013
00220394688,DHL Express,1/19/2012
00334563102,DHL Express,3/10/2012
00695444152,eShipper,6/11/2010
00877633339,Canada Post,2/19/2013
00287449185,eShipper,7/13/2014
00514794481,Freightera,5/2/2014
00925272789,Purolator,6/8/2015
00498612967,eShipper,7/6/2019
00466391955,DHL Express,11/28/2020
00626740112,Freightera,4/3/2015
00268309275,Canada Post,2/8/2011
00028745428,Canpar Express,3/14/2020
00088986666,Purolator,4/6/2011
00544514532,DHL Express,1/7/2020
00727925192,Freightera,1/23/2016
00317700766,Purolator,4/20/2017
00755021714,eShipper,4/3/2018
00622305173,eShipper,8/24/2011
00489717495,Purolator,3/27/2017
00483835493,eShipper,2/25/2011
00793694655,Freightera,3/28/2013
00098142137,Freightera,2/11/2011
00012359190,eShipper,10/1/2020
00719035079,Canada Post,7/10/2012
00854929802,Purolator,6/15/2010
00219579155,Canada Post,8/2/2019
00341798036,Canada Post,8/28/2021
00179017918,Freightera,3/9/2015
00022883799,Canpar Express,5/28/2017
00516967947,Freightera,5/19/2014
00712498271,DHL Express,8/28/2013
00004177965,eShipper,10/16/2017
00955601231,DHL Express,5/9/2020
00610454287,Canpar Express,3/18/2013
00511081726,eShipper,11/11/2015
00119668780,eShipper,10/17/2014
00393473607,DHL Express,10/22/2014
00033785880,Canada Post,3/4/2011
00423806981,Canada Post,10/11/2012
00185895330,Canpar Express,7/16/2015
00931947818,Canpar Express,3/22/2014
00900338709,Canada Post,5/29/2018
00787642789,Freightera,12/7/2012
00012107392,Canada Post,3/18/2017
00459225158,Purolator,7/15/2019
00964538102,Purolator,1/10/2012
00194033439,Purolator,9/18/2019
00806198964,eShipper,9/4/2020
00052202160,Canpar Express,3/21/2016
00209012212,Canpar Express,3/8/2017
00330963904,Canpar Express,2/17/2011
00569166746,Canpar Express,6/7/2014
00976452147,Canada Post,7/9/2013
00713645511,DHL Express,9/7/2020
00048080216,Canpar Express,3/20/2021
00965287045,Freightera,12/10/2018
00452407440,Freightera,8/13/2017
00328933643,Canpar Express,1/28/2010
00068828797,Purolator,1/31/2014
00790542497,DHL Express,6/11/2016
00790403262,Purolator,8/24/2015
00052172860,Purolator,6/27/2013
00164718476,eShipper,7/4/2020
00042205983,Canpar Express,6/20/2014
00818401422,Freightera,1/14/2014
00155810669,eShipper,10/29/2010
00959485145,Canpar Express,10/7/2011
00478626789,Canada Post,10/2/2016
00643750830,Canpar Express,4/30/2018
00780843771,Canpar Express,10/11/2012
00552965160,Purolator,1/30/2018
00047056830,Canpar Express,4/14/2012
00848266161,Freightera,4/22/2016
00053560510,eShipper,1/11/2011
00814841932,Freightera,12/15/2018
00870564998,eShipper,7/6/2019
00653074782,Purolator,9/2/2014
00558974291,eShipper,7/19/2018
00743578411,DHL Express,9/28/2011
00908089706,Canpar Express,7/8/2013
00065149922,Freightera,9/27/2013
00796502660,Purolator,2/18/2011
00850035043,Canada Post,6/17/2019
00570858316,Freightera,6/11/2017
00111153033,eShipper,5/12/2015
00052402562,Canpar Express,12/18/2014
00280472456,Canada Post,1/21/2011
00079707089,Purolator,8/9/2015
00245237854,Canpar Express,5/2/2016
00847683010,Purolator,5/22/2011
00289758785,Freightera,7/16/2013
00246832605,Purolator,12/5/2016
00986126419,Canpar Express,10/3/2014
00547219295,eShipper,9/5/2014
00778979723,DHL Express,8/5/2014
00431374895,Canpar Express,7/2/2016
00340658224,Canada Post,12/14/2021
00494806424,DHL Express,12/8/2014
00585147136,Canada Post,8/18/2020
00004790971,Canpar Express,3/27/2012
00855453466,Canada Post,3/6/2014
00394092000,Freightera,3/10/2014
00356211684,Canada Post,7/29/2020
00722284537,Freightera,3/19/2017
00514479666,Canada Post,2/13/2014
00712128082,Purolator,7/16/2014
00891341858,Canada Post,8/20/2018
00675000424,Purolator,7/27/2015
00213795647,Canpar Express,3/24/2018
00154388372,Freightera,12/28/2010
00178540726,DHL Express,7/2/2012
00752154003,Purolator,12/6/2019
00398219809,Freightera,9/17/2012
00474223144,Purolator,3/9/2011
00255388822,Purolator,1/8/2020
00827458008,Purolator,3/29/2011
00850440007,DHL Express,1/6/2015
00661059344,eShipper,3/31/2016
00771456798,Canpar Express,3/14/2019
00167855840,DHL Express,12/6/2010
00397217618,DHL Express,1/22/2021
00128937974,Freightera,5/21/2011
00398222167,Purolator,6/2/2015
00956251424,Freightera,11/12/2012
00397940065,Canada Post,6/2/2014
00177483440,Canpar Express,5/30/2013
00468082258,Canpar Express,8/18/2015
00022991191,Canpar Express,2/5/2011
00922804476,Canada Post,12/28/2011
00344858441,DHL Express,2/19/2020
00460350200,Freightera,1/31/2020
00349438804,Canada Post,9/17/2015
00948879817,Freightera,1/21/2015
00552325021,Freightera,11/20/2021
00020634740,Canada Post,11/10/2019
00091741401,Purolator,5/8/2011
00482371627,Purolator,11/1/2019
00521798148,Purolator,5/16/2013
00424291137,Canada Post,11/14/2017
00979506596,DHL Express,6/5/2017
00555809585,DHL Express,2/10/2015
00704925149,eShipper,4/30/2018
00793465336,eShipper,2/22/2014
00410765210,Purolator,3/28/2014
00429296328,Purolator,10/5/2019
00852539257,Canada Post,5/1/2013
00455090739,Purolator,5/18/2013
00647068647,Canpar Express,8/31/2017
00068440302,Canpar Express,11/8/2012
00721759279,eShipper,10/29/2012
00883121505,Canpar Express,9/16/2021
00909494289,DHL Express,4/16/2020
00562649254,Freightera,4/28/2018
00537813338,Canada Post,6/26/2011
00115442668,Purolator,6/3/2018
00242174566,Freightera,9/29/2012
00356690044,Purolator,8/13/2014
00117493404,eShipper,7/19/2018
00674791993,eShipper,10/9/2016
00607303063,DHL Express,4/10/2011
00372131073,Canada Post,5/31/2019
00177067863,Canada Post,4/16/2012
00182959647,DHL Express,1/25/2015
00249203416,Purolator,7/6/2010
00178440874,Freightera,7/24/2012
00948414360,DHL Express,6/24/2016
00284176952,DHL Express,1/11/2012
00424165859,DHL Express,4/15/2020
00102539825,Purolator,1/10/2017
00074831250,Freightera,6/28/2017
00199727970,eShipper,2/23/2015
00778193615,Canada Post,12/5/2013
00865620131,Canada Post,12/9/2011
00950209041,Purolator,1/26/2020
00836879545,Purolator,12/16/2011
00316049967,Freightera,1/24/2019
00740147788,Canpar Express,7/13/2015
00072332523,Purolator,3/17/2012
00222823437,Purolator,5/8/2014
00872842144,DHL Express,12/6/2012
00383469190,Purolator,6/19/2015
00573856875,Freightera,12/24/2020
00023992683,Canpar Express,2/24/2016
00932169026,Canpar Express,8/4/2020
00616540276,eShipper,9/10/2017
00567957416,Canpar Express,7/1/2016
00856047685,Canpar Express,10/24/2015
00843166523,Canpar Express,6/30/2012
00217751898,DHL Express,10/27/2013
00586184636,Canada Post,11/19/2019
00992843706,Canada Post,2/22/2015
00047085814,eShipper,12/11/2014
00481904330,DHL Express,5/8/2017
00564720779,Freightera,11/6/2018
00103165729,Canada Post,11/1/2016
00854622043,Canada Post,8/31/2018
00752769320,Canada Post,6/3/2010
00991156041,Canpar Express,6/23/2018
00310518608,Canpar Express,10/26/2011
00227660702,Canpar Express,6/15/2012
00473536510,Canpar Express,8/25/2021
00481421469,Freightera,3/1/2011
00400994738,Freightera,8/9/2017
00178590837,Canada Post,8/11/2012
00261179176,Canpar Express,12/31/2017
00361167163,Freightera,4/18/2013
00261148481,Purolator,6/8/2016
00172486087,Canada Post,2/4/2014
00504339573,Canpar Express,5/17/2018
00473986866,Canada Post,3/1/2011
00702316208,Purolator,11/23/2010
00846029459,Purolator,12/11/2018
00402121268,Canada Post,8/22/2017
00076392264,Purolator,6/24/2021
00799040820,Canada Post,11/30/2018
00333499577,eShipper,2/16/2013
00348833225,Purolator,7/17/2016
00632498092,Freightera,8/26/2015
00947142487,Canada Post,10/23/2011
00436439796,eShipper,12/6/2016
00733666064,Canada Post,2/17/2019
00191464780,Canada Post,8/25/2011
00902274802,Canpar Express,1/15/2018
00569208701,DHL Express,8/11/2010
00989007663,eShipper,4/20/2016
00345510363,DHL Express,1/18/2014
00332861839,DHL Express,4/17/2014
00433358437,eShipper,3/15/2011
00687042196,DHL Express,6/4/2019
00254937208,eShipper,3/30/2012
00478452884,Purolator,9/28/2019
00205622628,Canada Post,1/4/2017
00597547040,Freightera,9/27/2012
00909611054,DHL Express,4/17/2012
00258311903,Canada Post,11/9/2021
00615113225,Freightera,3/31/2017
00554193091,DHL Express,2/29/2016
00573376371,eShipper,1/12/2010
00160993674,Purolator,12/6/2014
00525736493,Purolator,12/11/2010
00392033849,Purolator,3/5/2019
00093000075,Freightera,3/4/2017
00445836094,eShipper,1/17/2019
00067665030,eShipper,4/22/2019
00337809897,Freightera,5/26/2014
00110862381,Freightera,7/15/2020
00489170375,eShipper,5/15/2011
00749462617,eShipper,3/19/2013
00555255150,Canada Post,2/18/2012
00061068437,Canpar Express,2/8/2019
00616953463,Purolator,9/23/2011
00421042988,Freightera,12/20/2017
00393232902,Canpar Express,7/7/2011
00312177055,Purolator,7/21/2013
00067890043,DHL Express,7/28/2017
00997946799,eShipper,3/11/2015
00067030195,eShipper,9/8/2017
00641028767,Canada Post,10/18/2017
00029741989,DHL Express,5/3/2019
00444444955,DHL Express,6/19/2020
00114044430,Canada Post,12/6/2021
00028622106,Canada Post,6/16/2020
00157107232,DHL Express,5/12/2012
00058621276,eShipper,8/9/2014
00923170739,Canpar Express,11/12/2017
00675306554,DHL Express,8/1/2012
00987957679,Canada Post,12/9/2020
00939446220,Purolator,9/21/2018
00340634900,Canpar Express,1/3/2017
00637228876,Freightera,1/29/2018
00694874837,eShipper,1/15/2019
00255834259,eShipper,12/1/2011
00890893536,Canada Post,3/25/2019
00133123891,Canada Post,3/30/2016
00547931670,DHL Express,12/16/2021
00712549802,Freightera,4/26/2014
00160576761,Canada Post,10/30/2015
00177069444,eShipper,7/8/2016
