ProductID,Name,ModelNumber,Description,Brand,Price,StoreID
828,Karatcraft Raciel Gold Diamond 18 K Ring,2797,FDT Womens Leggings - Buy Parrot Green FDT Womens Leggings For Only Rs. 699 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,eBay,828,828
829,Modo Vivendi Casual Short Sleeve Solid Womens Top,6042,Madcaps C38GR30 Mens Cargos - Buy Green Madcaps C38GR30 Mens Cargos For Only Rs. 2199 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Apple,829,829
830,Modo Vivendi Casual Sleeveless Solid Womens Top,5819,Key Features of Bengal Blooms Rose Artificial Plant  with Pot Assorted Height: 30 cmBengal Blooms Rose Artificial Plant  with Pot (30 cm Multicolor) Price: Rs. 579 The Bengal Blooms Decor your home with artificial flowers attached to a wonderful pot.Specifications of Bengal Blooms Rose Artificial Plant  with Pot (30 cm Multicolor) General Brand Bengal Blooms Model Number BBAJC218 Type Assorted Bonsai No Model Name Rose Color Multicolor Pot Features Pot Included Yes Dimensions Total Height 30 cm In the Box Sales Package 1 Assorted Artificial plant with Pot,Michaels Stores,830,830
831,Enah Casual Sleeveless Printed Womens Top,5352,Key Features of Indcrown Net Embroidered Semi-stitched Lehenga Choli Material Ghagra Choli  Ghagra Choli Dupatta Set  Lehenga Choli  Lehenga Choli and Dupatta Set .Indcrown Net Embroidered Semi-stitched Lehenga Choli Material (Semi-stitched) Price: Rs. 699 We have not authorised any other seller to sell our brand Indcrown . Any seller doing so is selling fake Indcrown Products. Buy original Indcrown products from the seller  indcrown‘’ onlySpecifications of Indcrown Net Embroidered Semi-stitched Lehenga Choli Material (Semi-stitched) Fabric Details Fabric Net Type Semi-stitched Lehenga Choli Material General Details Pattern Embroidered Ideal For Womens Color Multicolor Fabric Care Dry clean or else Normal Hand Wash Additional Details Other Details Lehnga Choli is an Indian traditional ware also known as Chaniya Choli. We at Bolly Lounge offers you to attract compliments by this attractive Lehnga Choli made with fine quality material and beautiful work which can be worn for functions festivals parties and even office also. This Lehnga Choli ...View More Lehnga Choli is an Indian traditional ware also known as Chaniya Choli. We at Bolly Lounge offers you to attract compliments by this attractive Lehnga Choli made with fine quality material and beautiful work which can be worn for functions festivals parties and even office also. This Lehnga Choli is comes with unstitched material so it can be stitched according to your taste and preference. Stunning Self Designed Partywear Salwar Suit Gives A Trendy Look. Suit Having Fine Embroidery Work Over All. A Fine Fabric Used To Make It It Will Be Comfortable In All Season. Style Code R C Lehe Bt In the Box 1 Lehenga Choli And Duppta Set,Williams-Sonoma,831,831
832,IskiUski Medieval Sterling Silver Diamond 22K Yellow Gold Ring,1172,Specifications of Shopmania Music Band A5 Notebook Spiral Bound (Multicolor) General Ruling Ruled Model id NB00664 Type Notebook GSM 75 Cover Type 300 GSM Hard Laminated Cover No. of Pages 160 Brand Name Shopmania Binding Spiral Bound Color Multicolor Size A5 Dimensions Length 9 inch Width 6 inch Special Features Can be used as Notepad Diary Writing pad In the Box Sales Package 1 Notebook,Target,832,832
833,Kaaryah Casual Short Sleeve Solid Womens Top,8230,Specifications of Shopmania Music Band A5 Notebook Spiral Bound (Multicolor) General Ruling Ruled Model id NB00678 Type Notebook GSM 75 Cover Type 300 GSM Hard Laminated Cover No. of Pages 160 Brand Name Shopmania Binding Spiral Bound Color Multicolor Size A5 Dimensions Length 9 inch Width 6 inch Special Features Can be used as Notepad Diary Writing pad In the Box Sales Package 1 Notebook,Nike,833,833
834,Allen Solly Casual Short Sleeve Solid Womens Top,5984,Specifications of Tiara Diaries 2016-2017 Designer LA Kaarta TAKING ACTION GETTING RESULT (Set of 3) B5 Notebook Hard Bound (Coffee Pack of 3) General Ruling ruled Model id 244 Type Notebook No. of Pages 216 Brand Name Tiara Diaries Binding Hard Bound Size B5 Color Coffee,Office Max,834,834
835,Alibi Casual Short Sleeve Solid Womens Top,2819,Specifications of KAJCI Embroidered Womens Waistcoat General Details Pattern Embroidered Ideal For Womens Waistcoat Details Fabric Art Silk In the Box Waistcoat Additional Details Style Code LKOD112 Fabric Care Dry Clean Only,Cars.com,835,835
836,Butterfly Wears Casual Short Sleeve Solid Womens Top,3222,Key Features of Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag Supplying to Over 200 Companies around world International E-commerce Standard Direct From ISO 9002 Factory 60 Microns High Quality Bags Longer Lasting ProtectionPackman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag (21.59 x 27.95 Pack of 100) Price: Rs. 298 Courier BagSpecifications of Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag (21.59 x 27.95 Pack of 100) General Bubble Wrap Present No Brand Packman Model Number 8 x 10 inches Security Bags Without POD Jacket Courier Bag Water Resistant Yes Tamper Proof Yes Material Plastic POD Jacket Available No Color Grey Size 21.59 x 27.95 Dimensions Weight 600 g Other Dimensions 8 x 10 Thickness 60 micron Additional Features Other Features security bag In the Box Sales Package 1 pack contains 100 pcs Pack of 100,Ikea,836,836
837,Juelle Casual Sleeveless Solid Womens Top,1422,Specifications of Pick Pocket Embroidered Womens Waistcoat General Details Pattern Embroidered Occasion Casual Ideal For Womens Waistcoat Details Lining Polyester Fabric Bengal Silk Additional Details Style Code TL-012 Fabric Care First Time Dry Clean,Schwarz Group,837,837
838,French Creations Casual Short Sleeve Solid Womens Top,4725,Angelfish Silk Potali Potli (Multicolor) Price: Rs. 399 Made by silk Fabric with fancy lace adnored and stylish handle also.(set of 2 piece)Specifications of Angelfish Silk Potali Potli (Multicolor) General Closure Velcro Type Potli Material Fabric Style Code AELKABJ01224-A Ideal For Girls Bag Size Small Occasion Party Color Code Multicolor Dimensions Weight 200 g Body Features Number of Compartments 1,Auchan,838,838
839,Myesquire Ceramic Coffee Burner Pot Lemongrass Liquid Air Freshener,9718,Specifications of Oye Boys Dungaree Top Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Dungaree General Details Pattern Solid Ideal For Boys In the Box 1 Dungaree,Ulta Salon. Cosmetics & Fragrance,839,839
840,Myesquire Blue Green Aroma Burner Combo Lemongrass Liquid Air Freshener,6248,Key Features of Nuride Canvas Shoes Material: Canvas Occasion: Casual Color: Red Heel Height: 0.5Specifications of Nuride Canvas Shoes General Occasion Casual Ideal For Women Shoe Details Heel Height 0.5 inch Outer Material Canvas Color Red,Verizon Wireless,840,840
841,Myesquire White Brown Aroma Burner Combo Lemongrass Liquid Air Freshener,9833,Key Features of OM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm Paper Mache Height - 38.1 cm Width - 38.1 cmOM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm (Paper Mache Multicolor) Price: Rs. 1499 Omshivakriti brings you this square wall watch made from paper mache and finished in attractive set of colors. The product in display is ideal to décor your home.Specifications of OM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm (Paper Mache Multicolor) General Brand OM SHIVAKRITI Model Number OSK60 Type Antique Material Paper Mache Model Name Square wall Clock Color Multicolor Dimensions Height 38.1 cm Width 38.1 cm Depth 3.81 cm In the Box Sales Package 1 showpiece,Shop.com,841,841
842,Myesquire Brown Aroma Burner Combo Lemongrass Liquid Air Freshener,1129,Himmlisch ST381 Magnetic Sun Shade For Maruti Alto (Side Window) Price: Rs. 1899 Beat the heat this summer and feel like a VIP with Himmlisch Car Window Magnetic Sunshades. These magnetic sunshades create a mesh layer to stops the heat. Magnet border gets easily stick to your car window door edges (No need of Suction cups) Features: Block UV Rays Keeps Car Cool Easy to install and remove Durable and Exact Fit Provides Complete privacy Resists Heat Mesh Type Sunshade Package Contents: 1 x Set Of 4 Magnetic SunshadesSpecifications of Himmlisch ST381 Magnetic Sun Shade For Maruti Alto (Side Window) General Brand Himmlisch Model Number ST381 Magnetic Placement Position Side Window Color Black Dimensions Weight 4000 g Depth 1.1 cm In the Box Sales Package 4 Sun Shade Pack of 4,Steam,842,842
843,Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener,5242,Rapter BNC-179 BNC Wire Connector (Silver Pack of 100) Price: Rs. 1400 Rapter Pack of 100 BNC Connector.Superior quality BNC Connectors with high quality outer metel and brass conductors used to maintain a proper video/signal quality.BNC normally used in co-axial cables to lock with female connectors which ensures permanancy of connection.They can be used in DVRs NVRs and CCTV Cameras etc.Specifications of Rapter BNC-179 BNC Wire Connector (Silver Pack of 100) General Brand Rapter Suitable For Wire to Wire Connection Wire to Circuit Board Connection Model Number BNC-179 Type BNC Waterproof Yes Corrosion Proof Yes Color Silver In the box Sales Package 100 BNC Connector Pack of 100,Tesco,843,843
844,Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener,9685,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004384 NAVY BLUE Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,6 PM,844,844
845,BlueStone The Golden Arm Yellow Gold Diamond  Pearl 18 K Ring,5570,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004370 PINK::OLIVE Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,REI,845,845
846,612 League Girls Gathered Dress,3180,Specifications of Vishudh Printed Womens Anarkali Kurta Kurta Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Anarkali Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004389 BEIGE::PINK Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Staples,846,846
847,612 League Girls Gathered Dress,1420,Key Features of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System National Award Winning Product Long Battery Life Freely Placed Low Power ConsumedBuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System Price: Rs. 5000 Buildtracks Wireless Motion Sensor turns your existing light switches off when you leave the room and turns them on when you return. This model is ideal for fitting on a ceiling. It is battery powered and will work with One Single Switch. Using Wireless Motion Sensor stops Wastage of Energy and Lower your Electricity Bills. It is highly suitable for homes institutions banks offices and healthcare.  Saves Energy  Lowers electricity bills  National Award Winning Product  Adds convenience  Works with existing switches no re – wiring  Quick and easy installation  Freely placed  Long battery life  Single device for multiple switches  No aesthetic changes / No external wiring  Adjustable time delay for turning offRelated video of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security SystemSpecifications of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System General Detection Angle 360 degree Brand BuildTrack Brand Color Off White Suitable For Homes Offices Intermittent Spaces Warehouses Industrial Spacing Wired/Wireless Wireless Display Type NA Installation Type Plug and Play Simply Attached to the Ceiling Model Number PIR Wireless Motion Sensor - One Switch Control Audible Alarm No Maximum Alarm Distance 0 m Minimum Alarm Distance 0 m Detection Range 10 ft Number of Sensors 1 Color White Dimensions Weight 200 g Other Dimensions 106x106x71 mm Warranty Service Type Manufacturers Warranty - 1 Year In the Box Wireless Motion Detector | Actuator | User Manual | Warranty Card Additional Features Other Features Saves Energy Lowers Electricity Bills Adds Convenience Works with Existing Switches No Re – Wiring Quick and Easy Installation Single Device for Multiple Switches No Aesthetic Changes / No External Wiring Adjustable Time Delay for Turning Off Technology Used Passive Infra Red (PIR),Ahold Delhaize,847,847
848,612 League Girls Gathered Dress,6196,Key Features of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System Dry run protection L/H Voltage protection Corrosion free sensors Has Manual/Auto modeSkayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System Price: Rs. 4990 This system is suitable for single phase submersible pump. The sytem auto start the submersible pump when water level in tank reaches preset lower level and auto switch off the pump when tank gets full.Upper and lower level is adjustable as per user choice. The system indicates 4 different levels of water (¼  ½ ¾ and Full) of overhead tank. The system has Auto /manual switch.Related video of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security SystemSpecifications of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System In the Box 1 pack of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER General Brand Skayvon Model Number SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired/Wireless Wired Number of Sensors 4 Brand Color Ivory Display Type LED Audible Alarm NO Installation Type Cabling Detection Range 987 ft Minimum Alarm Distance 10 m Maximum Alarm Distance 98 m Color Silver LED Indicators Yes,GameStop,848,848
849,612 League Girls Gathered Dress,7502,Key Features of MASARA Solid Womens Straight Kurta Green StraightMASARA Solid Womens Straight Kurta Price: Rs. 599 The knee length kurti with raindrop pattern with subtle colors will completely transform your look at your work place. Soft cotton fabric used in this kurti is to die for.Specifications of MASARA Solid Womens Straight Kurta Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round General Details Pattern Solid Occasion Casual Ideal For Womens Additional Details Style Code M002PCOTSEARAIN,Walmart,849,849
850,Cation Casual Short Sleeve Solid Womens Top,9234,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004371 RUST::TEAL Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Barnes & Noble,850,850
851,Blacksoul Casual Short Sleeve Solid Womens Top,7383,Rapter BNC-047 BNC Wire Connector (Silver Pack of 64) Price: Rs. 899 Rapter Pack of 64 BNC Connector.Superior quality BNC Connectors with high quality outer metel and brass conductors used to maintain a proper video/signal quality.BNC normally used in co-axial cables to lock with female connectors which ensures permanancy of connection.They can be used in DVRs NVRs and CCTV Cameras etc.Specifications of Rapter BNC-047 BNC Wire Connector (Silver Pack of 64) General Brand Rapter Suitable For Wire to Wire Connection Wire to Circuit Board Connection Model Number BNC-047 Type BNC Waterproof Yes Corrosion Proof Yes Color Silver In the box Sales Package 64 BNC Connector Pack of 64,Sephora,851,851
852,Jewlook Neck Tie Mens  Combo,1727,Key Features of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System Dry run protection L/H Voltage protection Corrosion free sensors Has Manual/Auto modeSkayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System Price: Rs. 4990 This system is suitable for Three phase submersible pump. The sytem auto start the submersible pump when water level in tank reaches preset lower level and auto switch off the pump when tank gets full.Upper and lower level is adjustable as per user choice. The system indicates 4 different levels of water (¼  ½ ¾ and Full) of overhead tank. The system has Auto /manual switch.Related video of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security SystemSpecifications of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System In the Box 1 pack of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER General Brand Skayvon Model Number SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired/Wireless Wired Number of Sensors 4 Brand Color Ivory Display Type LED Audible Alarm NO Installation Type Cabling Detection Range 987 ft Minimum Alarm Distance 10 m Maximum Alarm Distance 98 m Color Silver LED Indicators Yes Stand By Yes Additional Features Certification ISO 9001:2008,Best Buy,852,852
853,Palette Casual Sleeveless Solid Womens Top,7230,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004373 BLACK::MAROON Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Sears,853,853
854,Rampwalk Casual Sleeveless Solid Womens Top,5370,Specifications of Behringer Xenyx 502 Analog Sound Mixer In The Box 1 Sound Mixer General Number of Faders 4 Brand Behringer Application Type Live Performance Mixer Number of Channels 5 Model Number Xenyx 502 Channel Equalizer Type 2 band EQ Type Analog Number of Bus 2 On-board Effects No Dimensions Weight 1 kg Height 15 cm Width 15 cm Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 1 year India Warranty Service Type Customer needs to send the product to the authorized service centre of the company in case of any problem Not Covered in Warranty Warranty does not cover product damaged while in use by customer Power Features Power Consumption 50 Power Requirements 230V AC,Aldi,854,854
855,Rampwalk Casual Sleeveless Solid Womens Top,9742,Key Features of Vishudh Printed Womens Straight Kurta BLACK GREY StraightSpecifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004374 BLACK::GREY Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Amazon,855,855
856,The Vanca Casual 3/4 Sleeve Polka Print Womens Top,4455,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004372 PURPLE::PLUM Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Nordstrom,856,856
857,The Vanca Casual 3/4 Sleeve Solid Womens Top,7595,Key Features of MASARA Solid Womens Straight Kurta Green StraightMASARA Solid Womens Straight Kurta Price: Rs. 599 The knee length kurti with raindrop pattern with subtle colors will completely transform your look at your work place. Soft cotton fabric used in this kurti is to die for.Specifications of MASARA Solid Womens Straight Kurta Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round General Details Pattern Solid Occasion Casual Ideal For Womens Additional Details Style Code M003PCOTSEARAIN,Jo-Ann Fabric and Craft Stores,857,857
858,Komnil Solid Womens Polo T-Shirt,2620,Key Features of MASARA Solid Womens Straight Kurta Red StraightMASARA Solid Womens Straight Kurta Price: Rs. 550 The blooming flowers of summer aren’t just for the gardens anymore. Bold floral prints on this knee-length cotton kurta allow you to effortlessly coordinate natural beauty into your outfit. The bright and pastel colors provide a more graceful feature to the ensemble.Specifications of MASARA Solid Womens Straight Kurta Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round General Details Pattern Solid Occasion Casual Ideal For Womens Additional Details Style Code M002PCOTREDGAR,Lowe’s,858,858
859,Kaaryah Formal Short Sleeve Solid Womens Top,4573,Key Features of Roadster Mens Zipper Solid Cardigan Fabric: 100% Acrylic Suitable For: Western WearRoadster Mens Zipper Solid Cardigan Price: Rs. 699 Navy blue and olive green cardigan has a mock collar a full zip closure long raglan sleeves two insert pockets a ribbed hemLook stylish while beating the winter chill in this comfortable cardigan from Roadster. Team it with a pair of jeans and casual shoes when heading out for the day..Specifications of Roadster Mens Zipper Solid Cardigan Cardigan Details Closure Zipper Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Fabric 100% Acrylic General Details Pattern Solid Ideal For Mens Occasion Casual Fabric Care Machine-Wash Cold Additional Details Style Code 872907,Costco,859,859
860,Kaaryah Formal Sleeveless Solid Womens Top,2766,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004385 MAROON Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Alibaba,860,860
861,H E Creations Brass Cubic Zirconia Yellow Gold Ring,2039,Key Features of Noor Embroidered Womens Straight Kurta 100% Rayon Fabric Elegant Hand Embroidered NeckSpecifications of Noor Embroidered Womens Straight Kurta Kurta Details Sleeve 3/4 Sleeve Number of Contents in Sales Package Pack of 1 Fabric Rayon Type Straight Neck Round Neck General Details Pattern Embroidered Occasion Casual Ideal For Womens Additional Details Style Code NW_0012 Fabric Care Dry Clean Only,Newegg.com,861,861
862,Aaliya Festive Full Sleeve Solid Womens Top,8779,Key Features of MASARA Solid Womens Straight Kurta Pink StraightMASARA Solid Womens Straight Kurta Price: Rs. 599 The knee length kurti with raindrop pattern with subtle colors will completely transform your look at your work place. Soft cotton fabric used in this kurti is to die for.Specifications of MASARA Solid Womens Straight Kurta Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round General Details Pattern Solid Occasion Casual Ideal For Womens Additional Details Style Code M001PCOTPINRAIN,HomeGoods (TJX),862,862
863,Kaaryah Formal Short Sleeve Solid Womens Top,7022,Key Features of Vishudh Printed Womens Straight Kurta PLUM PINK StraightSpecifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004376 PLUM::PINK Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Sally Beauty Holdings,863,863
864,Schwof Casual Full Sleeve Solid Womens Top,8259,Specifications of Libas Printed Womens A-line Kurta General Details Pattern Printed Ideal For Womens Occasion Party Casual Kurta Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric Chanderi Type A-line Neck Chinese Fabric Care Dry Clean Only Additional Details Style Code 2438-Red In the Box Kurta,AT&T,864,864
865,Schwof Party Full Sleeve Solid Womens Top,7328,Specifications of Libas Printed Womens Anarkali Kurta Kurta Details Sleeve 3/4 Sleeve Number of Contents in Sales Package Pack of 1 Fabric Rayon Type Anarkali Neck Boat General Details Pattern Printed Occasion Party Casual Ideal For Womens In the Box Kurta Additional Details Style Code 2422-Beige Fabric Care Dry Clean Only,Overstock.com,865,865
866,Aaliya Festive Full Sleeve Self Design Womens Top,2740,Key Features of MASARA Solid Womens Straight Kurta Green StraightMASARA Solid Womens Straight Kurta Price: Rs. 499 Floral patterns don’t have to be dainty. Go bold with brighter colors and a more defined floral print. Darker shades of this kurta allow your outfit to make a more intense impression and with the variety of flower hues it’s easy to select accessories that coordinate. Its knee-length would allow you to pair it up along jeans as well as leggings. Select a chunky necklace pronounced ring or bold-colored emboidered jacket that picks up on tones found in the floral print.Specifications of MASARA Solid Womens Straight Kurta General Details Pattern Solid Ideal For Womens Occasion Casual Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round Additional Details Style Code M004PCOTGREFLO,Kohl’s,866,866
867,Kaaryah Formal Sleeveless Solid Womens Top,6644,HRS ULTIMATE BOY Chest Pads (WHITE RIGHT-HANDED) Price: Rs. 395 Light wt. Moulded HD foamSpecifications of HRS ULTIMATE BOY Chest Pads (WHITE RIGHT-HANDED) General Type Chest Pads Face Material Polyvinyl Chloride Inner Material Cotton Fabric Suitable for RIGHT-HANDED Dimensions Weight 180 g In the Box Sales Package 1 Pad,Seven & I,867,867
868,Kaaryah Formal Sleeveless Solid Womens Top,8541,Specifications of Vermello Men Casual Brown Genuine Leather Belt (Brown) General Reversible Belt No Material Genuine Leather Style Code G7001BRN Occasion Casual Ideal For Men Color Code Brown Belt Size 34 Body Features 5 Punched Holes Pin Buckle Dimensions Weight 250 g Length 34 inch Width 3.8 cm In the Box 1 Belt,CVS,868,868
869,Waves Girls A-line Dress,4837,HRS CLUB BOY Thigh Pads (WHITE RIGHT-HANDED) Price: Rs. 250 Foam filled economical pad with elastic strapsSpecifications of HRS CLUB BOY Thigh Pads (WHITE RIGHT-HANDED) General Type Thigh Pads Face Material Polyvinyl Chloride Inner Material Cotton Fabric Suitable for RIGHT-HANDED Dimensions Weight 170 g In the Box Sales Package 1 Pad,Carrefour,869,869
870,612 League Girls Shift Dress,2496,Key Features of Ligans NY Men Formal Black Genuine Leather Belt Genuine Leather Shiney BuckleLigans NY Men Formal Black Genuine Leather Belt (Black) Price: Rs. 695 Get recognised for your exceptional dressing sense by wearing this black coloured belt with a white shirt and grey trousers. This fabulous belt from Ligans NY is made from genuine leather which makes it light in weight and a fine quality shiny buckle for every man to invest in.Specifications of Ligans NY Men Formal Black Genuine Leather Belt (Black) General Reversible Belt No Belt Pattern Punched Belt with Shiney buckle Material Genuine Leather Style Code LNY-M-MO-1017-FS Ideal For Men Occasion Formal Color Code Black Belt Size 28 Body Features 6 Puched Holes 1 Loop Genuine Leather Shiney Buckle Dimensions Weight 200 g Length 34 inch Width 34 mm In the Box Belt,Pier 1 Imports,870,870
871,Oxolloxo Girls A-line Dress,5533,Key Features of Elegance Polyester Multicolor Abstract Eyelet Door Curtain Floral CurtainElegance Polyester Multicolor Abstract Eyelet Door Curtain (213 cm in Height Pack of 2) Price: Rs. 899 This curtain enhances the look of the interiors.This curtain is made from 100% high quality polyester fabric.It features an eyelet style stitch with Metal Ring.It makes the room environment romantic and loving.This curtain is ant- wrinkle and anti shrinkage and have elegant apparance.Give your home a bright and modernistic appeal with these designs. The surreal attention is sure to steal hearts. These contemporary eyelet and valance curtains slide smoothly so when you draw them apart first thing in the morning to welcome the bright sun rays you want to wish good morning to the whole world and when you draw them close in the evening you create the most special moments of joyous beauty given by the soothing prints. Bring home the elegant curtain that softly filters light in your room so that you get the right amount of sunlight.Specifications of Elegance Polyester Multicolor Abstract Eyelet Door Curtain (213 cm in Height Pack of 2) General Brand Elegance Designed For Door Type Eyelet Model Name Abstract Polyester Door Curtain Set Of 2 Model ID Duster25 Color Multicolor Dimensions Length 213 cm In the Box Number of Contents in Sales Package Pack of 2 Sales Package 2 Curtains Body & Design Material Polyester,Tencent,871,871
872,Kaaryah Casual Sleeveless Solid Womens Top,6488,Key Features of Liza Women Wedges Occasion: Casual Formal Party Material: Synthetic Leather Color: Blue Heel Height: 3Liza Women Wedges Price: Rs. 1393 LIZA offers an exclusive range of Sandal. Made from fine quality material this pair of Sandal is durable and comfortable to wear. This pair will definitely keep your feet dry cool and comfortable. Buy this pair of Liza Sandal and team it up with deSpecifications of Liza Women Wedges General Occasion Casual Formal Party Ideal For Women Sandal Details Weight 250 g (per single Sandal) - Weight of the product may vary depending on size. Type Wedges Heel Height 3 inch Outer Material Synthetic Leather Color Blue In the Box 1 Pair Of Sandal Additional Details Care Instructions Clean with a mild damp cloth with regular water.,Toys “R” Us,872,872
873,Kaaryah Casual 3/4 Sleeve Printed Womens Top,8042,HRS ULTIMATE BOY Elbow Pads (WHITE RIGHT-HANDED) Price: Rs. 230 Light wt. Moulded HD foamSpecifications of HRS ULTIMATE BOY Elbow Pads (WHITE RIGHT-HANDED) General Type Elbow Pads Inner Material Cotton Fabric Face Material Polyvinyl Chloride Suitable for RIGHT-HANDED Dimensions Weight 50 g In the Box Sales Package 1 Pad,Hobby Lobby,873,873
874,My Addiction Casual Short Sleeve Printed Womens Top,8254,Specifications of Sathiyas Cotton Bath Towel (3 Bath Towel Red Yellow Blue) Bath Towel Features Machine Washable Yes Material Cotton Design Self Design General Brand Sathiyas Type Bath Towel GSM 500 Model Name Sathiyas cotton bath towel Ideal For Men Women Boys Girls Model ID asvtwl322 Color Red Yellow Blue Size Mediam Dimensions Length 30 inch Width 60 inch In the Box Number of Contents in Sales Package 3 Sales Package 3 Bath Towel,H&M,874,874
